text,label
"I have shortness of breath, muscle pain, appetite loss, weight loss, anxiety, runny nose, joint pain.",Diabetes
"I have blurred vision, shortness of breath, appetite loss, sore throat, dizziness.",Asthma
"I have blurred vision, cough, insomnia, sweating, diarrhea.",Dermatitis
"I have shortness of breath, fatigue, tremors, insomnia, appetite loss.",Food Poisoning
"I have runny nose, blurred vision, nausea, weight loss.",Allergy
"I have fatigue, insomnia, runny nose.",Ulcer
"I have sweating, shortness of breath, appetite loss, rash, abdominal pain.",Migraine
"I have diarrhea, vomiting, fever, joint pain, sneezing, depression, runny nose.",Dementia
"I have shortness of breath, insomnia, sore throat, appetite loss.",Bronchitis
"I have muscle pain, sore throat, joint pain, diarrhea, swelling, weight loss, appetite loss.",Ulcer
"I have shortness of breath, weight gain, sore throat.",Migraine
"I have dizziness, abdominal pain, depression, insomnia, headache, runny nose, anxiety.",Common Cold
"I have rash, abdominal pain, tremors, weight loss.",Migraine
"I have swelling, muscle pain, fatigue.",Dermatitis
"I have abdominal pain, sore throat, appetite loss, dizziness, anxiety, swelling.",Chronic Kidney Disease
"I have tremors, headache, appetite loss, sore throat, runny nose, muscle pain, depression.",Parkinson'S
"I have weight gain, abdominal pain, joint pain, sneezing, blurred vision, swelling.",Pneumonia
"I have rash, swelling, diarrhea, sneezing.",Chronic Kidney Disease
"I have runny nose, weight loss, sneezing, headache, back pain.",Diabetes
"I have tremors, insomnia, abdominal pain, sneezing, joint pain.",Anxiety
"I have cough, swelling, back pain, fatigue, headache, anxiety.",Stroke
"I have swelling, cough, fever, tremors.",Covid-19
"I have blurred vision, dizziness, weight loss, rash, fatigue, nausea.",Food Poisoning
"I have swelling, headache, rash, depression, nausea.",Hypertension
"I have sweating, depression, sore throat, vomiting, dizziness.",Ulcer
"I have diarrhea, headache, sneezing.",Obesity
"I have shortness of breath, chest pain, sore throat.",Sinusitis
"I have muscle pain, abdominal pain, depression, swelling, sneezing, anxiety.",Ibs
"I have weight loss, sneezing, appetite loss.",Hypertension
"I have muscle pain, runny nose, swelling, insomnia, headache, cough.",Dermatitis
"I have weight loss, vomiting, headache, chest pain, cough, tremors.",Parkinson'S
"I have tremors, back pain, sweating, shortness of breath.",Obesity
"I have appetite loss, insomnia, tremors.",Arthritis
"I have sweating, fatigue, abdominal pain, back pain, anxiety, tremors.",Tuberculosis
"I have fatigue, sore throat, runny nose, tremors, muscle pain, rash.",Epilepsy
"I have back pain, weight loss, fever, runny nose, sneezing.",Hypertension
"I have joint pain, sneezing, blurred vision, weight loss.",Chronic Kidney Disease
"I have cough, appetite loss, sore throat, back pain.",Sinusitis
"I have insomnia, dizziness, sore throat, blurred vision, cough, depression.",Anxiety
"I have nausea, weight loss, blurred vision, dizziness.",Tuberculosis
"I have fatigue, swelling, cough, depression, fever.",Allergy
"I have sweating, swelling, joint pain, insomnia, chest pain.",Dermatitis
"I have weight loss, swelling, fever, sweating.",Obesity
"I have headache, chest pain, fatigue, fever.",Stroke
"I have swelling, insomnia, depression, vomiting.",Tuberculosis
"I have muscle pain, shortness of breath, sneezing, headache, dizziness.",Epilepsy
"I have nausea, blurred vision, muscle pain, back pain, appetite loss.",Migraine
"I have dizziness, sore throat, shortness of breath, tremors, sneezing, blurred vision, weight gain.",Bronchitis
"I have weight gain, diarrhea, fever, tremors, runny nose, anxiety.",Bronchitis
"I have appetite loss, tremors, joint pain, rash, cough.",Stroke
"I have blurred vision, anxiety, sore throat, runny nose.",Ibs
"I have muscle pain, diarrhea, vomiting, tremors, fever, weight gain, weight loss.",Sinusitis
"I have appetite loss, swelling, anxiety, vomiting, weight gain.",Anxiety
"I have vomiting, chest pain, shortness of breath, back pain.",Epilepsy
"I have appetite loss, depression, insomnia, sore throat, runny nose, weight gain, tremors.",Depression
"I have sore throat, chest pain, shortness of breath, runny nose, rash, sweating.",Arthritis
"I have weight gain, cough, tremors, nausea.",Diabetes
"I have sweating, fatigue, rash, blurred vision, insomnia, muscle pain, chest pain.",Bronchitis
"I have dizziness, nausea, back pain, joint pain, fever, blurred vision.",Parkinson'S
"I have swelling, joint pain, anxiety, depression, shortness of breath, dizziness.",Migraine
"I have cough, back pain, weight gain, muscle pain.",Anemia
"I have fatigue, headache, cough.",Stroke
"I have sneezing, rash, appetite loss.",Epilepsy
"I have tremors, dizziness, sneezing.",Migraine
"I have diarrhea, shortness of breath, insomnia, blurred vision, sneezing.",Sinusitis
"I have muscle pain, headache, swelling, vomiting.",Tuberculosis
"I have headache, back pain, vomiting, weight loss, muscle pain, insomnia, cough.",Obesity
"I have dizziness, diarrhea, chest pain, weight gain, sore throat, cough, nausea.",Stroke
"I have sneezing, headache, shortness of breath, runny nose.",Liver Disease
"I have chest pain, fatigue, swelling.",Allergy
"I have runny nose, fatigue, back pain, diarrhea.",Pneumonia
"I have nausea, swelling, tremors, cough, rash, fever, appetite loss.",Hypertension
"I have blurred vision, weight loss, dizziness, fever, fatigue, back pain, anxiety.",Anxiety
"I have back pain, tremors, weight loss, sweating, headache.",Dementia
"I have weight loss, nausea, chest pain, fatigue, swelling.",Food Poisoning
"I have cough, shortness of breath, tremors.",Depression
"I have anxiety, depression, runny nose, sneezing, nausea, swelling.",Dermatitis
"I have anxiety, tremors, diarrhea.",Arthritis
"I have back pain, tremors, rash, blurred vision.",Liver Disease
"I have anxiety, muscle pain, abdominal pain, vomiting.",Allergy
"I have fatigue, weight gain, rash, sore throat, diarrhea.",Food Poisoning
"I have vomiting, rash, diarrhea, muscle pain, weight gain.",Obesity
"I have swelling, rash, blurred vision, insomnia, anxiety, tremors, sore throat.",Gastritis
"I have appetite loss, dizziness, chest pain, depression.",Food Poisoning
"I have appetite loss, chest pain, muscle pain, swelling, blurred vision, nausea, fatigue.",Influenza
"I have shortness of breath, nausea, sore throat.",Arthritis
"I have muscle pain, back pain, sweating, sore throat, fever, insomnia, chest pain.",Thyroid Disorder
"I have dizziness, headache, back pain, weight loss.",Diabetes
"I have sneezing, fever, nausea, tremors, weight loss, joint pain, shortness of breath.",Bronchitis
"I have cough, blurred vision, runny nose, weight loss.",Common Cold
"I have weight gain, abdominal pain, rash, chest pain, sore throat.",Anxiety
"I have dizziness, rash, shortness of breath.",Epilepsy
"I have nausea, insomnia, dizziness, depression, swelling.",Liver Disease
"I have sneezing, swelling, muscle pain, shortness of breath, cough.",Obesity
"I have insomnia, tremors, abdominal pain, depression.",Gastritis
"I have weight loss, sneezing, appetite loss, depression.",Dementia
"I have weight gain, abdominal pain, swelling, dizziness, chest pain, headache, sore throat.",Dementia
"I have weight loss, sneezing, appetite loss.",Chronic Kidney Disease
"I have nausea, blurred vision, chest pain, insomnia.",Dementia
"I have runny nose, blurred vision, insomnia, appetite loss, fever, fatigue, shortness of breath.",Stroke
"I have swelling, chest pain, weight gain.",Ibs
"I have sneezing, blurred vision, rash, fatigue, runny nose.",Arthritis
"I have weight gain, joint pain, vomiting, depression, fatigue, dizziness, sneezing.",Hypertension
"I have vomiting, shortness of breath, muscle pain, swelling, diarrhea, anxiety.",Depression
"I have weight gain, rash, depression, runny nose.",Thyroid Disorder
"I have diarrhea, anxiety, fatigue, blurred vision.",Parkinson'S
"I have blurred vision, sweating, back pain.",Diabetes
"I have appetite loss, joint pain, vomiting, muscle pain, fever, chest pain, back pain.",Obesity
"I have fever, diarrhea, abdominal pain, tremors, weight gain, swelling.",Liver Disease
"I have runny nose, rash, sneezing, weight gain.",Ibs
"I have sneezing, weight gain, swelling, abdominal pain, depression, anxiety, muscle pain.",Chronic Kidney Disease
"I have sore throat, swelling, cough, sweating.",Heart Disease
"I have diarrhea, cough, insomnia, vomiting.",Obesity
"I have sweating, fever, sneezing, depression, shortness of breath, back pain, diarrhea.",Depression
"I have headache, shortness of breath, weight loss, appetite loss, joint pain, vomiting, sore throat.",Anemia
"I have abdominal pain, sore throat, diarrhea.",Ulcer
"I have weight loss, blurred vision, runny nose.",Parkinson'S
"I have weight loss, dizziness, back pain, diarrhea, appetite loss, runny nose, blurred vision.",Asthma
"I have diarrhea, sore throat, insomnia, headache, weight loss, depression.",Gastritis
"I have muscle pain, runny nose, cough, fatigue, blurred vision, dizziness, rash.",Asthma
"I have fever, swelling, headache, anxiety.",Common Cold
"I have nausea, fatigue, sneezing.",Influenza
"I have chest pain, rash, dizziness, sweating, headache, muscle pain.",Stroke
"I have depression, blurred vision, swelling, sore throat.",Liver Disease
"I have fatigue, tremors, runny nose, chest pain, cough, rash.",Thyroid Disorder
"I have fever, tremors, shortness of breath, sore throat, appetite loss, insomnia, vomiting.",Asthma
"I have runny nose, swelling, sneezing, sweating, fatigue, cough, headache.",Chronic Kidney Disease
"I have chest pain, headache, insomnia, sweating, fatigue.",Ibs
"I have joint pain, sweating, weight loss.",Heart Disease
"I have chest pain, runny nose, headache.",Influenza
"I have runny nose, dizziness, weight gain, nausea.",Food Poisoning
"I have blurred vision, rash, shortness of breath, cough, chest pain, anxiety, joint pain.",Depression
"I have abdominal pain, cough, depression, tremors, runny nose, weight loss.",Diabetes
"I have nausea, dizziness, swelling, sore throat, chest pain, joint pain.",Gastritis
"I have abdominal pain, weight gain, chest pain, sore throat.",Thyroid Disorder
"I have rash, anxiety, diarrhea, headache, sneezing.",Pneumonia
"I have insomnia, tremors, vomiting, joint pain.",Bronchitis
"I have weight loss, nausea, weight gain.",Common Cold
"I have dizziness, tremors, depression.",Tuberculosis
"I have chest pain, fatigue, appetite loss, anxiety, swelling.",Dementia
"I have tremors, swelling, sweating.",Common Cold
"I have sweating, depression, sneezing.",Stroke
"I have fever, depression, insomnia, sneezing, weight loss, rash, abdominal pain.",Covid-19
"I have muscle pain, weight gain, sneezing, insomnia, abdominal pain, shortness of breath.",Gastritis
"I have appetite loss, cough, diarrhea, weight loss, sore throat, sneezing.",Stroke
"I have swelling, back pain, blurred vision, chest pain, tremors, rash, fatigue.",Gastritis
"I have muscle pain, chest pain, shortness of breath, vomiting, anxiety, insomnia, depression.",Migraine
"I have fatigue, cough, runny nose, anxiety, diarrhea, sore throat.",Chronic Kidney Disease
"I have fever, anxiety, appetite loss, chest pain, headache.",Ulcer
"I have sore throat, runny nose, fatigue, fever, tremors, chest pain.",Liver Disease
"I have depression, cough, chest pain, shortness of breath, sneezing, headache.",Bronchitis
"I have appetite loss, weight gain, abdominal pain, depression.",Diabetes
"I have runny nose, diarrhea, vomiting, depression, abdominal pain, sore throat, chest pain.",Gastritis
"I have blurred vision, joint pain, weight loss, rash.",Covid-19
"I have blurred vision, shortness of breath, rash, headache.",Allergy
"I have chest pain, weight gain, appetite loss, swelling, diarrhea, sweating, anxiety.",Common Cold
"I have fatigue, rash, weight loss, anxiety, dizziness.",Ulcer
"I have swelling, weight gain, chest pain, back pain.",Obesity
"I have headache, blurred vision, back pain, muscle pain, sneezing, sweating, nausea.",Ibs
"I have chest pain, weight loss, muscle pain, runny nose, rash, anxiety.",Ulcer
"I have weight loss, nausea, sweating, cough.",Dermatitis
"I have shortness of breath, runny nose, anxiety, fatigue, diarrhea, rash, swelling.",Thyroid Disorder
"I have chest pain, sore throat, headache, nausea, sweating, joint pain.",Gastritis
"I have sweating, anxiety, tremors, vomiting.",Covid-19
"I have swelling, appetite loss, back pain, sore throat, sweating.",Parkinson'S
"I have vomiting, fatigue, headache, muscle pain.",Allergy
"I have back pain, sore throat, sweating, tremors.",Thyroid Disorder
"I have appetite loss, depression, fatigue, dizziness, vomiting, sweating.",Pneumonia
"I have back pain, chest pain, sneezing, tremors.",Thyroid Disorder
"I have appetite loss, shortness of breath, anxiety, runny nose, insomnia, sneezing, fever.",Liver Disease
"I have blurred vision, joint pain, back pain, diarrhea.",Dementia
"I have vomiting, sneezing, chest pain, weight loss.",Migraine
"I have back pain, sore throat, weight loss, insomnia, vomiting.",Gastritis
"I have fever, joint pain, muscle pain.",Parkinson'S
"I have chest pain, diarrhea, shortness of breath, insomnia, depression, fatigue.",Migraine
"I have anxiety, swelling, shortness of breath, abdominal pain, sweating.",Influenza
"I have fatigue, tremors, sweating, runny nose.",Heart Disease
"I have headache, insomnia, sore throat.",Sinusitis
"I have fever, rash, sweating, sore throat.",Arthritis
"I have dizziness, weight loss, diarrhea.",Allergy
"I have cough, nausea, dizziness, diarrhea, abdominal pain, fatigue.",Ulcer
"I have headache, diarrhea, muscle pain, tremors.",Depression
"I have headache, tremors, insomnia, muscle pain, back pain, vomiting.",Tuberculosis
"I have diarrhea, weight loss, insomnia, headache, fever, tremors, anxiety.",Epilepsy
"I have depression, sweating, chest pain, swelling, fever, diarrhea.",Depression
"I have swelling, nausea, sweating, dizziness, abdominal pain.",Bronchitis
"I have joint pain, vomiting, chest pain, cough.",Covid-19
"I have chest pain, muscle pain, fever, headache, depression, sore throat, nausea.",Liver Disease
"I have insomnia, weight gain, weight loss.",Gastritis
"I have vomiting, nausea, fever, insomnia, joint pain.",Stroke
"I have nausea, swelling, dizziness, sore throat, insomnia.",Pneumonia
"I have appetite loss, anxiety, shortness of breath.",Bronchitis
"I have sweating, weight loss, swelling, headache, fatigue, chest pain, weight gain.",Ulcer
"I have swelling, nausea, headache, cough, sweating.",Ibs
"I have diarrhea, fever, headache, sweating, weight gain.",Obesity
"I have tremors, appetite loss, rash, fever, depression, fatigue.",Food Poisoning
"I have joint pain, sore throat, cough, shortness of breath, chest pain, abdominal pain, vomiting.",Pneumonia
"I have headache, chest pain, swelling, nausea, weight gain, sweating.",Obesity
"I have joint pain, weight gain, dizziness.",Dementia
"I have runny nose, sneezing, weight loss, rash.",Heart Disease
"I have tremors, nausea, fatigue.",Migraine
"I have chest pain, back pain, cough.",Ibs
"I have sneezing, headache, sore throat, cough, runny nose, depression.",Anemia
"I have appetite loss, cough, shortness of breath, blurred vision, fever, swelling.",Liver Disease
"I have vomiting, sweating, muscle pain, anxiety, diarrhea.",Asthma
"I have weight gain, dizziness, abdominal pain.",Arthritis
"I have fatigue, headache, shortness of breath, vomiting, muscle pain, rash.",Asthma
"I have swelling, chest pain, fever, insomnia.",Hypertension
"I have dizziness, runny nose, tremors, depression.",Heart Disease
"I have sweating, weight gain, sore throat, runny nose, anxiety, chest pain, headache.",Allergy
"I have muscle pain, dizziness, weight loss, sweating, nausea, back pain, abdominal pain.",Allergy
"I have sweating, back pain, rash, nausea, dizziness, muscle pain, runny nose.",Pneumonia
"I have fatigue, weight gain, insomnia, weight loss.",Arthritis
"I have swelling, anxiety, muscle pain, insomnia, weight gain, appetite loss, back pain.",Liver Disease
"I have runny nose, abdominal pain, sweating, vomiting, insomnia, fever, diarrhea.",Stroke
"I have weight gain, sneezing, headache, nausea, chest pain, appetite loss, diarrhea.",Migraine
"I have anxiety, back pain, weight gain, rash, weight loss, sweating.",Ulcer
"I have dizziness, swelling, insomnia, chest pain, fever, nausea.",Parkinson'S
"I have chest pain, nausea, weight loss, sneezing, diarrhea, tremors.",Heart Disease
"I have swelling, sneezing, blurred vision, fever.",Epilepsy
"I have diarrhea, abdominal pain, appetite loss, dizziness, depression.",Heart Disease
"I have sweating, muscle pain, abdominal pain.",Food Poisoning
"I have tremors, shortness of breath, diarrhea, abdominal pain, insomnia, dizziness.",Dermatitis
"I have cough, blurred vision, dizziness, back pain, anxiety.",Chronic Kidney Disease
"I have abdominal pain, dizziness, cough, diarrhea.",Parkinson'S
"I have fever, fatigue, weight gain, headache.",Obesity
"I have insomnia, sweating, weight loss, chest pain, runny nose, anxiety, rash.",Migraine
"I have sore throat, joint pain, abdominal pain, muscle pain, swelling.",Ibs
"I have muscle pain, back pain, weight gain, sore throat, cough.",Parkinson'S
"I have swelling, rash, nausea.",Obesity
"I have runny nose, blurred vision, sweating, swelling, joint pain, chest pain, vomiting.",Ulcer
"I have sweating, insomnia, swelling, runny nose, back pain.",Chronic Kidney Disease
"I have runny nose, headache, fatigue, vomiting.",Diabetes
"I have sneezing, fever, chest pain, cough.",Allergy
"I have sneezing, fatigue, blurred vision, weight loss, weight gain, nausea, shortness of breath.",Obesity
"I have vomiting, nausea, depression.",Parkinson'S
"I have sweating, sore throat, back pain.",Ulcer
"I have sore throat, headache, fever, weight gain, nausea, weight loss.",Allergy
"I have dizziness, fatigue, headache, cough, diarrhea, depression, joint pain.",Covid-19
"I have insomnia, weight loss, shortness of breath, sore throat, vomiting, back pain, blurred vision.",Ibs
"I have insomnia, appetite loss, vomiting.",Influenza
"I have weight loss, diarrhea, blurred vision, sore throat, nausea, chest pain, depression.",Covid-19
"I have appetite loss, swelling, joint pain, sneezing, fatigue, cough, tremors.",Diabetes
"I have tremors, runny nose, depression, headache.",Dermatitis
"I have sneezing, nausea, depression, vomiting, blurred vision.",Hypertension
"I have anxiety, abdominal pain, tremors.",Influenza
"I have muscle pain, joint pain, swelling, runny nose, weight loss.",Thyroid Disorder
"I have joint pain, fever, cough, chest pain, rash.",Anxiety
"I have fever, nausea, vomiting, dizziness, muscle pain, chest pain.",Allergy
"I have muscle pain, abdominal pain, rash, sneezing, chest pain, sore throat.",Sinusitis
"I have anxiety, rash, chest pain, dizziness, vomiting, blurred vision.",Allergy
"I have weight loss, dizziness, fatigue, blurred vision, rash.",Hypertension
"I have shortness of breath, insomnia, depression, nausea, sweating, vomiting, back pain.",Influenza
"I have chest pain, appetite loss, fatigue, insomnia.",Bronchitis
"I have shortness of breath, blurred vision, abdominal pain, sore throat, vomiting.",Thyroid Disorder
"I have swelling, appetite loss, rash, muscle pain, headache, diarrhea, blurred vision.",Pneumonia
"I have back pain, cough, weight loss, joint pain, diarrhea.",Pneumonia
"I have sore throat, weight gain, weight loss, sneezing, insomnia.",Migraine
"I have nausea, cough, vomiting, fatigue, appetite loss, joint pain.",Covid-19
"I have diarrhea, joint pain, fatigue, appetite loss, nausea, abdominal pain.",Pneumonia
"I have nausea, fever, dizziness, cough, sore throat, depression.",Arthritis
"I have cough, nausea, dizziness.",Influenza
"I have insomnia, sweating, headache, blurred vision, vomiting.",Diabetes
"I have fatigue, appetite loss, muscle pain, joint pain, cough, vomiting.",Asthma
"I have shortness of breath, nausea, headache, rash, swelling, weight gain.",Heart Disease
"I have weight loss, fever, sweating, joint pain, muscle pain, blurred vision, dizziness.",Parkinson'S
"I have depression, weight gain, nausea, swelling, sweating, blurred vision.",Influenza
"I have dizziness, runny nose, insomnia.",Thyroid Disorder
"I have joint pain, diarrhea, swelling, runny nose, cough.",Stroke
"I have abdominal pain, fatigue, weight gain.",Arthritis
"I have shortness of breath, back pain, depression, insomnia, headache, vomiting, muscle pain.",Food Poisoning
"I have back pain, sore throat, fatigue, vomiting, weight loss, swelling, cough.",Depression
"I have cough, headache, swelling.",Epilepsy
"I have nausea, sneezing, insomnia, sweating, tremors, appetite loss.",Bronchitis
"I have anxiety, fever, rash, swelling, weight loss, vomiting, muscle pain.",Influenza
"I have cough, depression, vomiting, anxiety, nausea.",Chronic Kidney Disease
"I have muscle pain, joint pain, fatigue.",Chronic Kidney Disease
"I have diarrhea, insomnia, muscle pain, fatigue, nausea.",Ulcer
"I have cough, swelling, chest pain, fever, vomiting.",Ibs
"I have appetite loss, headache, vomiting, fever, rash.",Allergy
"I have joint pain, sweating, fatigue, tremors, chest pain, shortness of breath, insomnia.",Bronchitis
"I have depression, nausea, abdominal pain, sneezing, sweating, swelling.",Dermatitis
"I have shortness of breath, anxiety, vomiting.",Thyroid Disorder
"I have joint pain, vomiting, anxiety, fatigue.",Epilepsy
"I have sore throat, weight loss, sweating, nausea, cough, swelling.",Depression
"I have back pain, sore throat, appetite loss, joint pain.",Sinusitis
"I have tremors, depression, muscle pain, sore throat, cough, weight gain, vomiting.",Sinusitis
"I have insomnia, chest pain, fever.",Anxiety
"I have muscle pain, weight gain, chest pain.",Gastritis
"I have chest pain, joint pain, runny nose, weight loss, insomnia, abdominal pain.",Anemia
"I have sneezing, dizziness, chest pain, fatigue, vomiting, sweating.",Gastritis
"I have muscle pain, dizziness, swelling, appetite loss, vomiting.",Anxiety
"I have abdominal pain, headache, sore throat, appetite loss, sweating.",Ulcer
"I have headache, cough, vomiting, diarrhea, insomnia.",Arthritis
"I have fatigue, swelling, blurred vision, appetite loss.",Gastritis
"I have appetite loss, dizziness, diarrhea.",Anemia
"I have shortness of breath, chest pain, insomnia, vomiting.",Liver Disease
"I have muscle pain, weight gain, cough, dizziness, anxiety, shortness of breath.",Stroke
"I have anxiety, back pain, weight loss, shortness of breath, runny nose.",Arthritis
"I have runny nose, insomnia, rash.",Dermatitis
"I have swelling, headache, weight gain, joint pain, anxiety.",Dermatitis
"I have fever, diarrhea, sneezing.",Migraine
"I have sweating, back pain, shortness of breath, anxiety, depression, fatigue.",Anxiety
"I have cough, insomnia, runny nose, dizziness.",Allergy
"I have sore throat, swelling, diarrhea, vomiting.",Tuberculosis
"I have sneezing, vomiting, anxiety, nausea, cough, headache.",Heart Disease
"I have rash, muscle pain, sweating, nausea, swelling.",Food Poisoning
"I have sneezing, headache, sore throat, abdominal pain, vomiting, joint pain, runny nose.",Arthritis
"I have blurred vision, weight gain, sore throat, joint pain, headache, sneezing, tremors.",Anemia
"I have tremors, nausea, depression, appetite loss, sweating, cough.",Migraine
"I have nausea, swelling, sneezing.",Bronchitis
"I have muscle pain, tremors, appetite loss, cough, anxiety.",Arthritis
"I have sweating, weight gain, insomnia, shortness of breath, nausea, muscle pain, swelling.",Gastritis
"I have muscle pain, back pain, runny nose, swelling.",Anxiety
"I have headache, weight loss, fatigue.",Tuberculosis
"I have diarrhea, appetite loss, chest pain.",Food Poisoning
"I have muscle pain, appetite loss, fever.",Heart Disease
"I have blurred vision, weight gain, depression, anxiety, fever.",Ibs
"I have runny nose, appetite loss, back pain, sweating.",Sinusitis
"I have abdominal pain, runny nose, swelling, dizziness.",Pneumonia
"I have depression, diarrhea, swelling, chest pain.",Pneumonia
"I have chest pain, fever, vomiting, back pain, fatigue.",Dermatitis
"I have nausea, depression, runny nose, sore throat, swelling, chest pain, vomiting.",Epilepsy
"I have nausea, headache, sneezing, joint pain.",Pneumonia
"I have diarrhea, joint pain, muscle pain, sore throat, sneezing, swelling.",Influenza
"I have blurred vision, joint pain, weight gain, sweating, swelling, muscle pain.",Sinusitis
"I have blurred vision, swelling, fatigue, nausea, runny nose, back pain, anxiety.",Ulcer
"I have headache, anxiety, tremors, fever, sore throat, diarrhea, vomiting.",Dementia
"I have dizziness, runny nose, appetite loss, tremors, headache, rash, joint pain.",Parkinson'S
"I have weight gain, joint pain, vomiting, blurred vision, abdominal pain.",Covid-19
"I have sweating, swelling, diarrhea.",Ulcer
"I have joint pain, rash, dizziness.",Dermatitis
"I have nausea, sweating, chest pain, weight loss, swelling.",Food Poisoning
"I have weight gain, headache, depression, abdominal pain.",Depression
"I have rash, sneezing, weight loss, back pain.",Dermatitis
"I have runny nose, joint pain, diarrhea.",Liver Disease
"I have chest pain, runny nose, muscle pain, rash, blurred vision, sore throat, fatigue.",Anemia
"I have runny nose, anxiety, rash, blurred vision, sweating, muscle pain.",Heart Disease
"I have fatigue, sneezing, appetite loss, muscle pain, weight loss.",Gastritis
"I have fatigue, appetite loss, runny nose, sneezing, muscle pain, back pain, chest pain.",Allergy
"I have weight loss, chest pain, sweating, sore throat, back pain, rash.",Epilepsy
"I have fatigue, abdominal pain, runny nose.",Stroke
"I have sweating, appetite loss, shortness of breath, depression, abdominal pain.",Bronchitis
"I have diarrhea, rash, nausea, vomiting, blurred vision, chest pain, back pain.",Chronic Kidney Disease
"I have nausea, back pain, swelling, shortness of breath, anxiety, dizziness, muscle pain.",Asthma
"I have fatigue, fever, appetite loss.",Food Poisoning
"I have abdominal pain, sore throat, sweating, vomiting, fever, back pain, tremors.",Diabetes
"I have headache, joint pain, shortness of breath, blurred vision, appetite loss.",Asthma
"I have swelling, sweating, rash.",Parkinson'S
"I have insomnia, runny nose, nausea.",Thyroid Disorder
"I have swelling, headache, rash, depression, weight loss.",Obesity
"I have fatigue, muscle pain, dizziness, depression.",Bronchitis
"I have anxiety, headache, chest pain.",Asthma
"I have rash, appetite loss, anxiety.",Dementia
"I have joint pain, fatigue, chest pain, nausea, headache.",Ulcer
"I have dizziness, sore throat, cough.",Migraine
"I have sneezing, tremors, insomnia, dizziness, nausea, blurred vision, depression.",Bronchitis
"I have rash, sore throat, headache, fatigue, blurred vision.",Food Poisoning
"I have blurred vision, rash, runny nose, muscle pain, anxiety, nausea.",Sinusitis
"I have vomiting, joint pain, chest pain.",Bronchitis
"I have back pain, diarrhea, dizziness, anxiety, sneezing.",Anxiety
"I have appetite loss, sweating, nausea, joint pain, runny nose.",Asthma
"I have runny nose, swelling, nausea, dizziness.",Heart Disease
"I have diarrhea, rash, tremors, joint pain.",Anxiety
"I have joint pain, chest pain, diarrhea, anxiety, runny nose, sneezing, fatigue.",Hypertension
"I have headache, nausea, sweating, abdominal pain, diarrhea.",Chronic Kidney Disease
"I have cough, vomiting, nausea.",Ibs
"I have chest pain, headache, depression, runny nose, joint pain.",Food Poisoning
"I have weight loss, swelling, cough, fatigue, abdominal pain, sneezing.",Depression
"I have headache, runny nose, sneezing, insomnia, cough, dizziness, joint pain.",Bronchitis
"I have nausea, runny nose, vomiting.",Ulcer
"I have blurred vision, fever, weight loss, dizziness, vomiting.",Depression
"I have nausea, shortness of breath, weight gain, appetite loss.",Asthma
"I have sore throat, insomnia, weight loss, diarrhea, nausea.",Arthritis
"I have nausea, rash, muscle pain, depression, shortness of breath, swelling.",Allergy
"I have sweating, sneezing, chest pain, back pain.",Influenza
"I have back pain, tremors, dizziness, muscle pain.",Tuberculosis
"I have weight loss, fever, joint pain.",Thyroid Disorder
"I have cough, joint pain, tremors, dizziness, insomnia.",Asthma
"I have sore throat, insomnia, runny nose, depression, anxiety, blurred vision.",Bronchitis
"I have rash, dizziness, sneezing, chest pain, abdominal pain.",Ulcer
"I have runny nose, depression, shortness of breath, sweating, fever, back pain.",Arthritis
"I have sneezing, abdominal pain, blurred vision, tremors, chest pain.",Liver Disease
"I have depression, anxiety, appetite loss, rash, tremors, swelling.",Dementia
"I have chest pain, tremors, swelling.",Dermatitis
"I have weight loss, cough, blurred vision, rash, weight gain.",Arthritis
"I have fever, blurred vision, dizziness, rash, fatigue.",Anemia
"I have chest pain, fatigue, cough.",Allergy
"I have sneezing, dizziness, weight gain.",Common Cold
"I have weight loss, weight gain, diarrhea, fever, sneezing.",Depression
"I have shortness of breath, joint pain, weight loss, anxiety, depression, chest pain.",Ulcer
"I have back pain, blurred vision, nausea, anxiety, depression, sore throat, dizziness.",Ibs
"I have insomnia, blurred vision, sneezing, dizziness.",Chronic Kidney Disease
"I have weight loss, anxiety, diarrhea, insomnia.",Influenza
"I have dizziness, chest pain, rash.",Heart Disease
"I have nausea, headache, dizziness, runny nose, chest pain, sweating.",Food Poisoning
"I have insomnia, headache, fatigue, sweating, fever, anxiety, muscle pain.",Allergy
"I have joint pain, abdominal pain, depression.",Food Poisoning
"I have weight loss, fever, rash.",Tuberculosis
"I have appetite loss, swelling, runny nose, headache, sneezing.",Obesity
"I have cough, chest pain, anxiety, depression, muscle pain, sore throat.",Influenza
"I have anxiety, vomiting, blurred vision.",Food Poisoning
"I have anxiety, abdominal pain, blurred vision, tremors, joint pain.",Heart Disease
"I have runny nose, appetite loss, blurred vision, swelling, dizziness, joint pain, sneezing.",Epilepsy
"I have diarrhea, swelling, appetite loss, weight loss, muscle pain, chest pain.",Common Cold
"I have sneezing, dizziness, vomiting.",Migraine
"I have nausea, depression, sneezing, anxiety.",Common Cold
"I have joint pain, fatigue, depression, sore throat.",Anemia
"I have shortness of breath, vomiting, abdominal pain.",Influenza
"I have tremors, diarrhea, fever, rash, sweating, swelling.",Asthma
"I have fatigue, weight loss, sore throat, swelling.",Anxiety
"I have fever, back pain, blurred vision, tremors, chest pain.",Dermatitis
"I have swelling, shortness of breath, weight loss, sneezing, weight gain.",Obesity
